"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SpeciesCategory"
"1999002/4/1999/1024/2"	"17"	"80002"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
