"EDSU"	"Channel"	"Beam"	"AcousticCategory"	"Frequency"	"NASC"	"MinChannelDepth"	"MaxChannelDepth"	"NASCWeight"	"ChannelReferenceType"	"ChannelReferenceDepth"	"ChannelReferenceTilt"	"Cruise"	"EffectiveLogDistance"	"DateTime"	"Longitude"	"Latitude"
"BIAS_2018_SWE/2018-10-08T21:28:15.000Z"	"10_92.2"	"I1"	"UNK"	38000	44.3358047395184	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:28:00Z	20.23766	58.92511
"BIAS_2018_SWE/2018-10-08T21:36:47.000Z"	"10_86.4"	"I1"	"HER"	38000	4.28952937661647	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:36:00Z	20.27011	58.92537
"BIAS_2018_SWE/2018-10-08T21:36:47.000Z"	"10_86.4"	"I1"	"SPR"	38000	661.40374015444	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:36:00Z	20.27011	58.92537
"BIAS_2018_SWE/2018-10-08T21:36:47.000Z"	"10_86.4"	"I1"	"UNK"	38000	35.9067304689439	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:36:00Z	20.27011	58.92537
"BIAS_2018_SWE/2018-10-08T21:44:59.000Z"	"10_99.5"	"I1"	"HER"	38000	3.76556605338952	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:44:00Z	20.30259	58.92555
"BIAS_2018_SWE/2018-10-08T21:44:59.000Z"	"10_99.5"	"I1"	"SPR"	38000	580.613688085974	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:44:00Z	20.30259	58.92555
"BIAS_2018_SWE/2018-10-08T21:44:59.000Z"	"10_99.5"	"I1"	"UNK"	38000	31.5207458606365	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:44:00Z	20.30259	58.92555
"BIAS_2018_SWE/2018-10-08T21:53:32.000Z"	"10_88.1"	"I1"	"HER"	38000	4.58972306588652	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:53:00Z	20.33496	58.92549
"BIAS_2018_SWE/2018-10-08T21:53:32.000Z"	"10_88.1"	"I1"	"SPR"	38000	707.690689472545	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:53:00Z	20.33496	58.92549
"BIAS_2018_SWE/2018-10-08T21:53:32.000Z"	"10_88.1"	"I1"	"UNK"	38000	38.4195874615681	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:53:00Z	20.33496	58.92549
"BIAS_2018_SWE/2018-10-08T22:02:36.000Z"	"10_159"	"I1"	"HER"	38000	6.00876492494109	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:02:00Z	20.35592	58.91542
"BIAS_2018_SWE/2018-10-08T22:02:36.000Z"	"10_159"	"I1"	"SPR"	38000	926.49315254245	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:02:00Z	20.35592	58.91542
"BIAS_2018_SWE/2018-10-08T22:02:36.000Z"	"10_159"	"I1"	"UNK"	38000	50.2980825326085	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:02:00Z	20.35592	58.91542
"BIAS_2018_SWE/2018-10-08T22:11:55.000Z"	"10_88.2"	"I1"	"HER"	38000	5.66516237225317	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:11:00Z	20.35762	58.89865
"BIAS_2018_SWE/2018-10-08T22:11:55.000Z"	"10_88.2"	"I1"	"SPR"	38000	873.512978373865	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:11:00Z	20.35762	58.89865
"BIAS_2018_SWE/2018-10-08T22:11:55.000Z"	"10_88.2"	"I1"	"UNK"	38000	47.4218592538818	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:11:00Z	20.35762	58.89865
"BIAS_2018_SWE/2018-10-08T22:21:05.000Z"	"10_96.6"	"I1"	"HER"	38000	4.1281217717951	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:21:00Z	20.35948	58.88192
"BIAS_2018_SWE/2018-10-08T22:21:05.000Z"	"10_96.6"	"I1"	"SPR"	38000	636.51625620336	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:21:00Z	20.35948	58.88192
"BIAS_2018_SWE/2018-10-08T22:21:05.000Z"	"10_96.6"	"I1"	"UNK"	38000	34.5556220248446	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:21:00Z	20.35948	58.88192
"BIAS_2018_SWE/2018-10-08T22:30:31.000Z"	"10_96.3"	"I1"	"HER"	38000	4.61906990312677	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:30:00Z	20.35952	58.86516
"BIAS_2018_SWE/2018-10-08T22:30:31.000Z"	"10_96.3"	"I1"	"SPR"	38000	712.21568655456	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:30:00Z	20.35952	58.86516
"BIAS_2018_SWE/2018-10-08T22:30:31.000Z"	"10_96.3"	"I1"	"UNK"	38000	38.6652435423135	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:30:00Z	20.35952	58.86516
"BIAS_2018_SWE/2018-10-08T22:39:57.000Z"	"10_95.3"	"I1"	"HER"	38000	3.57786857354042	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:39:00Z	20.35908	58.8484
"BIAS_2018_SWE/2018-10-08T22:39:57.000Z"	"10_95.3"	"I1"	"SPR"	38000	551.67256091559	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:39:00Z	20.35908	58.8484
"BIAS_2018_SWE/2018-10-08T22:39:57.000Z"	"10_95.3"	"I1"	"UNK"	38000	29.9495705108694	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:39:00Z	20.35908	58.8484
"BIAS_2018_SWE/2018-10-08T22:49:57.000Z"	"10_177.4"	"I1"	"HER"	38000	2.81240523552391	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:49:00Z	20.35955	58.83162
"BIAS_2018_SWE/2018-10-08T22:49:57.000Z"	"10_177.4"	"I1"	"SPR"	38000	433.645553693048	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:49:00Z	20.35955	58.83162
"BIAS_2018_SWE/2018-10-08T22:49:57.000Z"	"10_177.4"	"I1"	"UNK"	38000	23.5420410714285	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:49:00Z	20.35955	58.83162
"BIAS_2018_SWE/2018-10-08T22:58:34.000Z"	"10_181.1"	"I1"	"HER"	38000	2.38871027286781	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:58:00Z	20.35877	58.81487
"BIAS_2018_SWE/2018-10-08T22:58:34.000Z"	"10_181.1"	"I1"	"SPR"	38000	368.315908321465	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:58:00Z	20.35877	58.81487
"BIAS_2018_SWE/2018-10-08T22:58:34.000Z"	"10_181.1"	"I1"	"UNK"	38000	19.9953814056676	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:58:00Z	20.35877	58.81487
"BIAS_2018_SWE/2018-10-08T23:08:01.000Z"	"10_189.2"	"I1"	"HER"	38000	2.07445455742014	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:08:00Z	20.3587	58.79813
"BIAS_2018_SWE/2018-10-08T23:08:01.000Z"	"10_189.2"	"I1"	"SPR"	38000	319.860731234894	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:08:00Z	20.3587	58.79813
"BIAS_2018_SWE/2018-10-08T23:08:01.000Z"	"10_189.2"	"I1"	"UNK"	38000	17.3648142076863	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:08:00Z	20.3587	58.79813
"BIAS_2018_SWE/2018-10-08T23:17:06.000Z"	"10_99.6"	"I1"	"HER"	38000	1.76570137395501	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:17:00Z	20.35809	58.78135
"BIAS_2018_SWE/2018-10-08T23:17:06.000Z"	"10_99.6"	"I1"	"SPR"	38000	272.2539911012	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:17:00Z	20.35809	58.78135
"BIAS_2018_SWE/2018-10-08T23:17:06.000Z"	"10_99.6"	"I1"	"UNK"	38000	14.7803075248447	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:17:00Z	20.35809	58.78135
"BIAS_2018_SWE/2018-10-08T23:25:48.000Z"	"10_99.6"	"I1"	"HER"	38000	4.51941293499843	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:25:00Z	20.36001	58.76455
"BIAS_2018_SWE/2018-10-08T23:25:48.000Z"	"10_99.6"	"I1"	"SPR"	38000	696.849550630219	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:25:00Z	20.36001	58.76455
"BIAS_2018_SWE/2018-10-08T23:25:48.000Z"	"10_99.6"	"I1"	"UNK"	38000	37.8310364347824	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:25:00Z	20.36001	58.76455
"BIAS_2018_SWE/2018-10-08T23:33:52.000Z"	"10_99.5"	"I1"	"HER"	38000	3.57725718109791	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:33:00Z	20.36176	58.74776
"BIAS_2018_SWE/2018-10-08T23:33:52.000Z"	"10_99.5"	"I1"	"SPR"	38000	551.578290143048	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:33:00Z	20.36176	58.74776
"BIAS_2018_SWE/2018-10-08T23:33:52.000Z"	"10_99.5"	"I1"	"UNK"	38000	29.9444526758539	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:33:00Z	20.36176	58.74776
"BIAS_2018_SWE/2018-10-08T23:42:12.000Z"	"10_99.5"	"I1"	"HER"	38000	2.16738620868093	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:42:00Z	20.36182	58.73109
"BIAS_2018_SWE/2018-10-08T23:42:12.000Z"	"10_99.5"	"I1"	"SPR"	38000	334.189888661273	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:42:00Z	20.36182	58.73109
"BIAS_2018_SWE/2018-10-08T23:42:12.000Z"	"10_99.5"	"I1"	"UNK"	38000	18.1427251300465	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:42:00Z	20.36182	58.73109
"BIAS_2018_SWE/2018-10-08T23:49:31.000Z"	"10_87.2"	"I1"	"HER"	38000	2.08484822894273	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:49:00Z	20.38705	58.72521
"BIAS_2018_SWE/2018-10-08T23:49:31.000Z"	"10_87.2"	"I1"	"SPR"	38000	321.463334368107	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:49:00Z	20.38705	58.72521
"BIAS_2018_SWE/2018-10-08T23:49:31.000Z"	"10_87.2"	"I1"	"UNK"	38000	17.4518174029502	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:49:00Z	20.38705	58.72521
"BIAS_2018_SWE/2018-10-08T23:55:38.000Z"	"10_159.7"	"I1"	"HER"	38000	3.64084199511846	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:55:00Z	20.41928	58.72514
"BIAS_2018_SWE/2018-10-08T23:55:38.000Z"	"10_159.7"	"I1"	"SPR"	38000	561.382450487413	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:55:00Z	20.41928	58.72514
"BIAS_2018_SWE/2018-10-08T23:55:38.000Z"	"10_159.7"	"I1"	"UNK"	38000	30.4767075174688	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:55:00Z	20.41928	58.72514
"BIAS_2018_SWE/2018-10-09T00:01:50.000Z"	"10_162.7"	"I1"	"HER"	38000	6.34931051541648	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:01:00Z	20.45157	58.72535
"BIAS_2018_SWE/2018-10-09T00:01:50.000Z"	"10_162.7"	"I1"	"SPR"	38000	979.001972848326	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:01:00Z	20.45157	58.72535
"BIAS_2018_SWE/2018-10-09T00:01:50.000Z"	"10_162.7"	"I1"	"UNK"	38000	53.1487166362575	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:01:00Z	20.45157	58.72535
"BIAS_2018_SWE/2018-10-09T00:07:56.000Z"	"10_161.7"	"I1"	"HER"	38000	7.67419793832525	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:07:00Z	20.48385	58.72556
"BIAS_2018_SWE/2018-10-09T00:07:56.000Z"	"10_161.7"	"I1"	"SPR"	38000	1183.28673694677	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:07:00Z	20.48385	58.72556
"BIAS_2018_SWE/2018-10-09T00:07:56.000Z"	"10_161.7"	"I1"	"UNK"	38000	64.2390651149065	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:07:00Z	20.48385	58.72556
"BIAS_2018_SWE/2018-10-09T00:14:02.000Z"	"10_164.1"	"I1"	"HER"	38000	6.33524848923886	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:14:00Z	20.51615	58.72528
"BIAS_2018_SWE/2018-10-09T00:14:02.000Z"	"10_164.1"	"I1"	"SPR"	38000	976.833745079861	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:14:00Z	20.51615	58.72528
"BIAS_2018_SWE/2018-10-09T00:14:02.000Z"	"10_164.1"	"I1"	"UNK"	38000	53.0310064309004	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:14:00Z	20.51615	58.72528
"BIAS_2018_SWE/2018-10-09T00:20:14.000Z"	"10_159.9"	"I1"	"HER"	38000	5.05560410707548	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:20:00Z	20.54836	58.72504
"BIAS_2018_SWE/2018-10-09T00:20:14.000Z"	"10_159.9"	"I1"	"SPR"	38000	779.525018149524	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:20:00Z	20.54836	58.72504
"BIAS_2018_SWE/2018-10-09T00:20:14.000Z"	"10_159.9"	"I1"	"UNK"	38000	42.3193777434004	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:20:00Z	20.54836	58.72504
"BIAS_2018_SWE/2018-10-09T00:29:08.000Z"	"10_153.7"	"I1"	"HER"	38000	4.7278977578927	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:29:00Z	20.57198	58.71808
"BIAS_2018_SWE/2018-10-09T00:29:08.000Z"	"10_153.7"	"I1"	"SPR"	38000	728.99588406703	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:29:00Z	20.57198	58.71808
"BIAS_2018_SWE/2018-10-09T00:29:08.000Z"	"10_153.7"	"I1"	"UNK"	38000	39.5762181750775	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:29:00Z	20.57198	58.71808
"BIAS_2018_SWE/2018-10-09T00:41:09.000Z"	"10_152.8"	"I1"	"HER"	38000	3.1878001952221	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:41:00Z	20.57657	58.70154
"BIAS_2018_SWE/2018-10-09T00:41:09.000Z"	"10_152.8"	"I1"	"SPR"	38000	491.527808033815	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:41:00Z	20.57657	58.70154
"BIAS_2018_SWE/2018-10-09T00:41:09.000Z"	"10_152.8"	"I1"	"UNK"	38000	26.6843917709626	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:41:00Z	20.57657	58.70154
"BIAS_2018_SWE/2018-10-09T00:53:27.000Z"	"10_148.7"	"I1"	"HER"	38000	8.86947016342291	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:53:00Z	20.57703	58.68481
"BIAS_2018_SWE/2018-10-09T00:53:27.000Z"	"10_148.7"	"I1"	"SPR"	38000	1367.58609726631	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:53:00Z	20.57703	58.68481
"BIAS_2018_SWE/2018-10-09T00:53:27.000Z"	"10_148.7"	"I1"	"UNK"	38000	74.2444325702636	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:53:00Z	20.57703	58.68481
"BIAS_2018_SWE/2018-10-09T01:05:47.000Z"	"10_135.5"	"I1"	"HER"	38000	11.8194386985105	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:05:00Z	20.57575	58.66806
"BIAS_2018_SWE/2018-10-09T01:05:47.000Z"	"10_135.5"	"I1"	"SPR"	38000	1822.4425747813	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:05:00Z	20.57575	58.66806
"BIAS_2018_SWE/2018-10-09T01:05:47.000Z"	"10_135.5"	"I1"	"UNK"	38000	98.9379865201859	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:05:00Z	20.57575	58.66806
"BIAS_2018_SWE/2018-10-09T01:16:20.000Z"	"10_120.1"	"I1"	"HER"	38000	6.26432696590826	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:16:00Z	20.57511	58.65139
"BIAS_2018_SWE/2018-10-09T01:16:20.000Z"	"10_120.1"	"I1"	"SPR"	38000	965.898335464993	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:16:00Z	20.57511	58.65139
"BIAS_2018_SWE/2018-10-09T01:16:20.000Z"	"10_120.1"	"I1"	"UNK"	38000	52.4373375690991	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:16:00Z	20.57511	58.65139
"BIAS_2018_SWE/2018-10-09T01:26:55.000Z"	"10_110.8"	"I1"	"HER"	38000	4.17886734452303	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:26:00Z	20.57651	58.63465
"BIAS_2018_SWE/2018-10-09T01:26:55.000Z"	"10_110.8"	"I1"	"SPR"	38000	644.340730324344	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:26:00Z	20.57651	58.63465
"BIAS_2018_SWE/2018-10-09T01:26:55.000Z"	"10_110.8"	"I1"	"UNK"	38000	34.9804023311334	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:26:00Z	20.57651	58.63465
"BIAS_2018_SWE/2018-10-09T01:38:19.000Z"	"10_103.1"	"I1"	"HER"	38000	5.39737248243589	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:38:00Z	20.5779	58.61789
"BIAS_2018_SWE/2018-10-09T01:38:19.000Z"	"10_103.1"	"I1"	"SPR"	38000	832.222380000484	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:38:00Z	20.5779	58.61789
"BIAS_2018_SWE/2018-10-09T01:38:19.000Z"	"10_103.1"	"I1"	"UNK"	38000	45.1802475170805	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:38:00Z	20.5779	58.61789
"BIAS_2018_SWE/2018-10-09T01:51:31.000Z"	"10_115.6"	"I1"	"HER"	38000	5.74831174443387	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:51:00Z	20.57954	58.60128
"BIAS_2018_SWE/2018-10-09T01:51:31.000Z"	"10_115.6"	"I1"	"SPR"	38000	886.333803439573	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:51:00Z	20.57954	58.60128
