"Stratum"	"PSU"	"EDSU"	"Layer"	"Channel"	"Cruise"	"EffectiveLogDistance"	"DateTime"	"Longitude"	"Latitude"
"46H0"	"PSU045"	"BIAS_2018_SWE/2018-10-09T03:01:12.000Z"	"WaterColumn"	"10_94.6"	"BIAS_2018_SWE"	1	2018-10-09T03:01:00Z	20.46886	58.5514
"46H0"	"PSU046"	"BIAS_2018_SWE/2018-10-09T03:12:03.000Z"	"WaterColumn"	"10_113.6"	"BIAS_2018_SWE"	1	2018-10-09T03:12:00Z	20.43684	58.55177
"46H0"	"PSU047"	"BIAS_2018_SWE/2018-10-09T03:22:39.000Z"	"WaterColumn"	"10_99.7"	"BIAS_2018_SWE"	1	2018-10-09T03:22:00Z	20.40483	58.5518
"46H0"	"PSU048"	"BIAS_2018_SWE/2018-10-09T03:32:51.000Z"	"WaterColumn"	"10_89.1"	"BIAS_2018_SWE"	1	2018-10-09T03:32:00Z	20.37282	58.55185
"46H0"	"PSU049"	"BIAS_2018_SWE/2018-10-09T03:43:22.000Z"	"WaterColumn"	"10_98.8"	"BIAS_2018_SWE"	1	2018-10-09T03:43:00Z	20.34066	58.55212
"46H0"	"PSU050"	"BIAS_2018_SWE/2018-10-09T03:54:14.000Z"	"WaterColumn"	"10_105.3"	"BIAS_2018_SWE"	1	2018-10-09T03:54:00Z	20.30875	58.5527
"46H0"	"PSU051"	"BIAS_2018_SWE/2018-10-09T07:01:32.000Z"	"WaterColumn"	"10_95.5"	"BIAS_2018_SWE"	1	2018-10-09T07:01:00Z	20.31461	58.66037
"46H0"	"PSU052"	"BIAS_2018_SWE/2018-10-09T07:08:00.000Z"	"WaterColumn"	"10_101.2"	"BIAS_2018_SWE"	1	2018-10-09T07:08:00Z	20.3138	58.67735
"46H0"	"PSU053"	"BIAS_2018_SWE/2018-10-09T07:13:56.000Z"	"WaterColumn"	"10_172.8"	"BIAS_2018_SWE"	1	2018-10-09T07:13:00Z	20.30695	58.69342
"46H0"	"PSU054"	"BIAS_2018_SWE/2018-10-09T07:20:31.000Z"	"WaterColumn"	"10_94.2"	"BIAS_2018_SWE"	1	2018-10-09T07:20:00Z	20.29407	58.70871
"46H0"	"PSU055"	"BIAS_2018_SWE/2018-10-09T07:27:57.000Z"	"WaterColumn"	"10_178.2"	"BIAS_2018_SWE"	1	2018-10-09T07:27:00Z	20.2814	58.72411
"46H0"	"PSU056"	"BIAS_2018_SWE/2018-10-09T10:16:05.000Z"	"WaterColumn"	"10_102.7"	"BIAS_2018_SWE"	1	2018-10-09T10:16:00Z	20.24712	58.84773
"46H0"	"PSU057"	"BIAS_2018_SWE/2018-10-09T10:22:14.000Z"	"WaterColumn"	"10_101"	"BIAS_2018_SWE"	1	2018-10-09T10:22:00Z	20.21549	58.85125
"46H0"	"PSU058"	"BIAS_2018_SWE/2018-10-09T10:29:03.000Z"	"WaterColumn"	"10_167.8"	"BIAS_2018_SWE"	1	2018-10-09T10:29:00Z	20.18395	58.85509
"46H0"	"PSU059"	"BIAS_2018_SWE/2018-10-09T10:35:45.000Z"	"WaterColumn"	"10_128.9"	"BIAS_2018_SWE"	1	2018-10-09T10:35:00Z	20.15496	58.86217
"46H0"	"PSU060"	"BIAS_2018_SWE/2018-10-09T10:42:24.000Z"	"WaterColumn"	"10_142.4"	"BIAS_2018_SWE"	1	2018-10-09T10:42:00Z	20.12815	58.87149
"46H0"	"PSU061"	"BIAS_2018_SWE/2018-10-09T10:49:26.000Z"	"WaterColumn"	"10_173.2"	"BIAS_2018_SWE"	1	2018-10-09T10:49:00Z	20.10125	58.88087
"46H0"	"PSU062"	"BIAS_2018_SWE/2018-10-09T10:56:52.000Z"	"WaterColumn"	"10_187.7"	"BIAS_2018_SWE"	1	2018-10-09T10:56:00Z	20.0748	58.89042
"46H0"	"PSU063"	"BIAS_2018_SWE/2018-10-09T11:05:29.000Z"	"WaterColumn"	"10_102.1"	"BIAS_2018_SWE"	1	2018-10-09T11:05:00Z	20.04865	58.90028
"46H0"	"PSU064"	"BIAS_2018_SWE/2018-10-09T11:14:09.000Z"	"WaterColumn"	"10_91.6"	"BIAS_2018_SWE"	1	2018-10-09T11:14:00Z	20.02216	58.90997
