VariableName;Value;NewValue;sort;versjonnr;TSN;ITIS status;Order;Family;Scientific;Author;noname;Speccat2004;Speccat2007;name comment;Comment;Zoogeogr Andreiashev and Chernova 1995;Zoogeogr mecklenburg et al 2013
SpeciesCategory;630982;Lycodes esmarkii;204;13.03.2020;630982;Valid;Perciformes;Zoarcidae;Lycodes esmarkii;Collett  1875;ulvefisk;Zoarcidae;Lycodes esmarkii;;;MB;MB
SpeciesCategory;165271;Lycodes eudipleurostictus;205;13.03.2020;165271;Valid;Perciformes;Zoarcidae;Lycodes eudipleurostictus;Jensen  1901;båndålebrosme;Zoarcidae;Lycodes eudipleurostictus;;;A;A
SpeciesCategory;165288;Lycodes frigidus;206;13.03.2020;165288;Valid;Perciformes;Zoarcidae;Lycodes frigidus;Collett  1878;arktisk ålebrosme;Zoarcidae;Lycodes frigidus;;;A;A
SpeciesCategory;631144;Lycodes gracilis;207;13.03.2020;631144;Valid;Perciformes;Zoarcidae;Lycodes gracilis;Sars  1867;vanlig ålebrosme;Zoarcidae;Lycodes gracilis;;;MB;MB
SpeciesCategory;165289;Lycodes luetkenii;201;13.03.2020;165289;Valid;Perciformes;Zoarcidae;Lycodes luetkenii;Collett  1880;rosa ålebrosme;Zoarcidae;Lycodes luetkenii;;;;
SpeciesCategory;165289;Lycodes luetkenii;208;13.03.2020;165289;Valid;Perciformes;Zoarcidae;Lycodes luetkenii;Collett 1880;lüetkenålebrosme;Zoarcidae;Lycodes luetkenii;"valid norwegian name is 'rosa ålebrosme'";;A;A
SpeciesCategory;631159;Lycodes paamiuti;202;13.03.2020;631159;Valid;Perciformes;Zoarcidae;Lycodes paamiuti;Møller  2001;paamiutålebrosme;Zoarcidae;Lycodes paamiuti;;;;
SpeciesCategory;165277;Lycodes pallidus;209;13.03.2020;165277;Valid;Perciformes;Zoarcidae;Lycodes pallidus;Collett  1878;blek ålebrosme;Zoarcidae;Lycodes pallidus;;;A;AB
SpeciesCategory;165266;Lycodes polaris;210;13.03.2020;165266;Valid;Perciformes;Zoarcidae;Lycodes polaris;(Sabine  1824);polarålebrosme;Zoarcidae;Lycodes polaris;;;A;A
SpeciesCategory;165280;Lycodes reticulatus;211;13.03.2020;165280;Valid;Perciformes;Zoarcidae;Lycodes reticulatus;Reinhardt  1935;nettålebrosme;Zoarcidae;Lycodes reticulatus;;very similar to L. rossi, some claim it is the same species;A;A
SpeciesCategory;165283;Lycodes rossi;212;13.03.2020;165283;Valid;Perciformes;Zoarcidae;Lycodes rossi;Malmgren  1864;nordlig ålebrosme;Zoarcidae;Lycodes rossi;;very similar to L. reticulatus, some claim it is the same species;A;A
SpeciesCategory;165272;Lycodes seminudus;213;13.03.2020;165272;Valid;Perciformes;Zoarcidae;Lycodes seminudus;Reinhardt  1837;halvnaken ålebrosme;Zoarcidae;Lycodes seminudus;;;A;A
SpeciesCategory;165291;Lycodes squamiventer;214;13.03.2020;165291;Valid;Perciformes;Zoarcidae;Lycodes squamiventer;Jensen  1904;skjellålebrosme;Zoarcidae;Lycodes squamiventer;;;A;A
SpeciesCategory;631172;Lycodonus flagellicauda;215;13.03.2020;631172;Valid;Perciformes;Zoarcidae;Lycodonus flagellicauda;(Jensen  1901);spisshalet ålebrosme;Zoarcidae;Lycodonus flagellicauda;;;A;A
SpeciesCategory;165215;;216;13.03.2020;165215;Valid;Perciformes;Zoarcidae;Zoarcidae;;ålekvabbefamilien;Zoarcidae;;;;;
SpeciesCategory;171620;Anisarchus medius;129;13.03.2020;171620;Valid;Perciformes;Stichaeidae;Anisarchus medius;(Reinhardt  1837 );rundhalet langebarn;Anisarchus medius;Anisarchus medius;;;B;AB
SpeciesCategory;171603;Leptoclinus maculatus;130;13.03.2020;171603;Valid;Perciformes;Stichaeidae;Leptoclinus maculatus;(Fries  1838);tverrhalet langebarn;Leptoclinus maculatus;Leptoclinus maculatus;;;MB;AB
SpeciesCategory;171581;;131;13.03.2020;171581;Valid;Perciformes;Stichaeidae;Lumpenus;;lumpenusslekten;;;;;;
SpeciesCategory;631020;Lumpenus fabricii;132;13.03.2020;631020;Valid;Perciformes;Stichaeidae;Lumpenus fabricii;Reinhardt  1836;arktisk langebarn;Lumpenus fabricii;Lumpenus fabricii;;;;
SpeciesCategory;631023;Lumpenus lampretaeformis;133;13.03.2020;631023;Valid;Perciformes;Stichaeidae;Lumpenus lampretaeformis;(Walbaum  1792);langhalet langebarn;Lumpenus lampretaeformis;Lumpenus lampretaeformis;;;MB;MB
SpeciesCategory;171554;;134;13.03.2020;171554;Valid;Perciformes;Stichaeidae;Stichaeidae;;hornkvabbefamilien;;;;;;
SpeciesCategory;171645;Pholis gunnellus;135;13.03.2020;171645;Valid;Perciformes;Pholidae;Pholis gunnellus;(Linnaeus  1758);tangsprell;Pholis gunnellus;Pholis gunnellus;;;;
SpeciesCategory;171335;;140;13.03.2020;171335;Valid;Perciformes;Anarhichadidae;Anarhichadidae;;steinbitfamilien;;;;;;
SpeciesCategory;171336;;136;13.03.2020;171336;Valid;Perciformes;Anarhichadidae;Anarhichas;;steinbitslekten;;;;;;
SpeciesCategory;550561;Anarhichas denticulatus;137;13.03.2020;550561;Valid;Perciformes;Anarhichadidae;Anarhichas denticulatus;Kröyer  1845;blåsteinbit;Anarhichas denticulatus;Anarhichas denticulatus;;specimens smaller 10 cm are often misidentified;MB;AB
SpeciesCategory;171341;Anarhichas lupus;138;13.03.2020;171341;Valid;Perciformes;Anarhichadidae;Anarhichas lupus;Linnaeus  1758;gråsteinbit;Anarhichas lupus;Anarhichas lupus;;specimens smaller 10 cm are often misidentified;MB;MB
SpeciesCategory;171342;Anarhichas minor;139;13.03.2020;171342;Valid;Perciformes;Anarhichadidae;Anarhichas minor;Olafsen  1772;flekksteinbit;Anarhichas minor;Anarhichas minor;;specimens smaller 10 cm are often misidentified;MB;MB
SpeciesCategory;171671;Ammodytes spp;141;13.03.2020;171671;Valid;Perciformes;Ammodytidae;Ammodytes;;silslekten;Ammodytes spp;Ammodytes spp;;most likely Ammodytes marinus but pooled to genus level;;
SpeciesCategory;171672;Ammodytes spp;142;13.03.2020;171672;Valid;Perciformes;Ammodytidae;Ammodytes hexapterus;Pallas  1814;ammodytes hexapterus;Ammodytes spp;Ammodytes spp;;most likely Ammodytes marinus but pooled to genus level;;
SpeciesCategory;171677;Ammodytes spp;143;13.03.2020;171677;Valid;Perciformes;Ammodytidae;Ammodytes marinus;Raitt  1934;havsil;Ammodytes spp;Ammodytes spp;;most likely Ammodytes marinus but pooled to genus level;;
SpeciesCategory;171676;Ammodytes spp;144;13.03.2020;171676;Valid;Perciformes;Ammodytidae;Ammodytes tobianus;Linnaeus  1758;småsil;Ammodytes spp;Ammodytes spp;;most likely Ammodytes marinus but pooled to genus level;;
SpeciesCategory;171670;Ammodytes spp;145;13.03.2020;171670;Valid;Perciformes;Ammodytidae;Ammodytidae;;silfamilien;Ammodytes spp;Ammodytes spp;;most likely Ammodytes marinus but pooled to genus level;;
SpeciesCategory;171691;;146;13.03.2020;171691;Valid;Perciformes;Callionymidae;Callionymidae;;fløyfiskfamilien;;;;;;
SpeciesCategory;172414;Scomber scombrus;147;13.03.2020;172414;Valid;Perciformes;Scombridae;Scomber scombrus;Linnaeus  1758;makrell;Scomber scombrus;Scomber scombrus;;;;
SpeciesCategory;172520;Centrolophus niger;148;13.03.2020;172520;Valid;Perciformes;Centrolophidae;Centrolophus niger;(Gmelin  1789);svartfisk;Centrolophus niger;Centrolophus niger;;;;
SpeciesCategory;642554;Schedophilus medusophagus;149;13.03.2020;642554;Valid;Perciformes;Centrolophidae;Schedophilus medusophagus;(Cocco  1839);engelsk svartfisk;Schedophilus medusophagus;Schedophilus medusophagus;;;;
SpeciesCategory;172834;Lepidorhombus boscii;150;13.03.2020;172834;Valid;Pleuronectiformes;Scophthalmidae;Lepidorhombus boscii;(Risso  1810);fireflekket var;Lepidorhombus boscii;Lepidorhombus boscii;;possibly misidentified in the Barents Sea;;
SpeciesCategory;172835;Lepidorhombus whiffiagonis;151;13.03.2020;172835;Valid;Pleuronectiformes;Scophthalmidae;Lepidorhombus whiffiagonis;(Walbaum  1792);glassvar;Lepidorhombus whiffiagonis;Lepidorhombus whiffiagonis;;;;
SpeciesCategory;616613;Zeugopterus norvegicus;152;13.03.2020;616613;Valid;Pleuronectiformes;Scophthalmidae;Zeugopterus norvegicus;(Günther  1862);småvar;Zeugopterus norvegicus;Zeugopterus norvegicus;;;B;
SpeciesCategory;172873;Glyptocephalus cynoglossus;153;13.03.2020;172873;Valid;Pleuronectiformes;Pleuronectidae;Glyptocephalus cynoglossus;(Linnaeus  1758);smørflyndre;Glyptocephalus cynoglossus;Glyptocephalus cynoglossus;;;MB;
SpeciesCategory;172877;Hippoglossoides platessoides;154;13.03.2020;172877;Valid;Pleuronectiformes;Pleuronectidae;Hippoglossoides platessoides;(Fabricius  1780);gapeflyndre;Hippoglossoides platessoides;Hippoglossoides platessoides;;;MB;MB
SpeciesCategory;172933;Hippoglossus hippoglossus;155;13.03.2020;172933;Valid;Pleuronectiformes;Pleuronectidae;Hippoglossus hippoglossus;(Linnaeus  1758);kveite;Hippoglossus hippoglossus;Hippoglossus hippoglossus;;;MB;B
SpeciesCategory;172881;Limanda limanda;156;13.03.2020;172881;Valid;Pleuronectiformes;Pleuronectidae;Limanda limanda;(Linnaeus  1758);sandflyndre;Limanda limanda;Limanda limanda;;;MB;MB
SpeciesCategory;172888;Microstomus kitt;157;13.03.2020;172888;Valid;Pleuronectiformes;Pleuronectidae;Microstomus kitt;(Walbaum  1792);lomre;Microstomus kitt;Microstomus kitt;;;B;MB
SpeciesCategory;172894;Platichthys flesus;158;13.03.2020;172894;Valid;Pleuronectiformes;Pleuronectidae;Platichthys flesus;(Linnaeus  1758);skrubbe;Platichthys flesus;Platichthys flesus;;;;
SpeciesCategory;172912;Pleuronectes glacialis;159;13.03.2020;172912;Valid;Pleuronectiformes;Pleuronectidae;Pleuronectes glacialis;(Pallas  1776);isflyndre;Pleuronectes glacialis;Pleuronectes glacialis;;;;
SpeciesCategory;172902;Pleuronectes platessa;160;13.03.2020;172902;Valid;Pleuronectiformes;Pleuronectidae;Pleuronectes platessa;Linnaeus  1758;rødspette;Pleuronectes platessa;Pleuronectes platessa;;;MB;B
SpeciesCategory;172859;;162;13.03.2020;172859;Valid;Pleuronectiformes;Pleuronectidae;Pleuronectidae;;flyndrefamilien;;;;;;
SpeciesCategory;172930;Reinhardtius hippoglossoides;161;13.03.2020;172930;Valid;Pleuronectiformes;Pleuronectidae;Reinhardtius hippoglossoides;(Walbaum  1792);blåkveite;Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;;;MA;AB
SpeciesCategory;172702;;163;13.03.2020;172702;Valid;Pleuronectiformes;;Pleuronectiformes;;flyndrefisker;;;;;;
SpeciesCategory;161105;;164;13.03.2020;161105;Valid;;;Teleostei;;egentlige beinfisker;;;;;;
