"EDSU"	"Channel"	"Beam"	"AcousticCategory"	"Frequency"	"NASC"	"MinChannelDepth"	"MaxChannelDepth"	"NASCWeight"	"ChannelReferenceType"	"ChannelReferenceDepth"	"ChannelReferenceTilt"	"Cruise"	"EffectiveLogDistance"	"DateTime"	"Longitude"	"Latitude"
"BIAS_2018_SWE/2018-10-08T21:36:47.000Z"	"10_86.4"	"I1"	"MIX"	38000	701.6	10	86.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:36:00Z	20.27011	58.92537
"BIAS_2018_SWE/2018-10-08T21:44:59.000Z"	"10_99.5"	"I1"	"MIX"	38000	615.9	10	99.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:44:00Z	20.30259	58.92555
"BIAS_2018_SWE/2018-10-08T21:53:32.000Z"	"10_88.1"	"I1"	"MIX"	38000	750.7	10	88.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T21:53:00Z	20.33496	58.92549
"BIAS_2018_SWE/2018-10-08T22:02:36.000Z"	"10_159"	"I1"	"MIX"	38000	982.8	10	159	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:02:00Z	20.35592	58.91542
"BIAS_2018_SWE/2018-10-08T22:11:55.000Z"	"10_88.2"	"I1"	"MIX"	38000	926.6	10	88.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:11:00Z	20.35762	58.89865
"BIAS_2018_SWE/2018-10-08T22:21:05.000Z"	"10_96.6"	"I1"	"MIX"	38000	675.2	10	96.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:21:00Z	20.35948	58.88192
"BIAS_2018_SWE/2018-10-08T22:30:31.000Z"	"10_96.3"	"I1"	"MIX"	38000	755.5	10	96.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:30:00Z	20.35952	58.86516
"BIAS_2018_SWE/2018-10-08T22:39:57.000Z"	"10_95.3"	"I1"	"MIX"	38000	585.2	10	95.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:39:00Z	20.35908	58.8484
"BIAS_2018_SWE/2018-10-08T22:49:57.000Z"	"10_177.4"	"I1"	"MIX"	38000	460	10	177.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:49:00Z	20.35955	58.83162
"BIAS_2018_SWE/2018-10-08T22:58:34.000Z"	"10_181.1"	"I1"	"MIX"	38000	390.7	10	181.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T22:58:00Z	20.35877	58.81487
"BIAS_2018_SWE/2018-10-08T23:08:01.000Z"	"10_189.2"	"I1"	"MIX"	38000	339.3	10	189.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:08:00Z	20.3587	58.79813
"BIAS_2018_SWE/2018-10-08T23:17:06.000Z"	"10_99.6"	"I1"	"MIX"	38000	288.8	10	99.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:17:00Z	20.35809	58.78135
"BIAS_2018_SWE/2018-10-08T23:25:48.000Z"	"10_99.6"	"I1"	"MIX"	38000	739.2	10	99.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:25:00Z	20.36001	58.76455
"BIAS_2018_SWE/2018-10-08T23:33:52.000Z"	"10_99.5"	"I1"	"MIX"	38000	585.1	10	99.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:33:00Z	20.36176	58.74776
"BIAS_2018_SWE/2018-10-08T23:42:12.000Z"	"10_99.5"	"I1"	"MIX"	38000	354.5	10	99.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:42:00Z	20.36182	58.73109
"BIAS_2018_SWE/2018-10-08T23:49:31.000Z"	"10_87.2"	"I1"	"MIX"	38000	341	10	87.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:49:00Z	20.38705	58.72521
"BIAS_2018_SWE/2018-10-08T23:55:38.000Z"	"10_159.7"	"I1"	"MIX"	38000	595.5	10	159.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-08T23:55:00Z	20.41928	58.72514
"BIAS_2018_SWE/2018-10-09T00:01:50.000Z"	"10_162.7"	"I1"	"MIX"	38000	1038.5	10	162.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:01:00Z	20.45157	58.72535
"BIAS_2018_SWE/2018-10-09T00:07:56.000Z"	"10_161.7"	"I1"	"MIX"	38000	1255.2	10	161.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:07:00Z	20.48385	58.72556
"BIAS_2018_SWE/2018-10-09T00:14:02.000Z"	"10_164.1"	"I1"	"MIX"	38000	1036.2	10	164.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:14:00Z	20.51615	58.72528
"BIAS_2018_SWE/2018-10-09T00:20:14.000Z"	"10_159.9"	"I1"	"MIX"	38000	826.9	10	159.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:20:00Z	20.54836	58.72504
"BIAS_2018_SWE/2018-10-09T00:29:08.000Z"	"10_153.7"	"I1"	"MIX"	38000	773.3	10	153.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:29:00Z	20.57198	58.71808
"BIAS_2018_SWE/2018-10-09T00:41:09.000Z"	"10_152.8"	"I1"	"MIX"	38000	521.4	10	152.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:41:00Z	20.57657	58.70154
"BIAS_2018_SWE/2018-10-09T00:53:27.000Z"	"10_148.7"	"I1"	"MIX"	38000	1450.7	10	148.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T00:53:00Z	20.57703	58.68481
"BIAS_2018_SWE/2018-10-09T01:05:47.000Z"	"10_135.5"	"I1"	"MIX"	38000	1933.2	10	135.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:05:00Z	20.57575	58.66806
"BIAS_2018_SWE/2018-10-09T01:16:20.000Z"	"10_120.1"	"I1"	"MIX"	38000	1024.6	10	120.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:16:00Z	20.57511	58.65139
"BIAS_2018_SWE/2018-10-09T01:26:55.000Z"	"10_110.8"	"I1"	"MIX"	38000	683.5	10	110.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:26:00Z	20.57651	58.63465
"BIAS_2018_SWE/2018-10-09T01:38:19.000Z"	"10_103.1"	"I1"	"MIX"	38000	882.8	10	103.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:38:00Z	20.5779	58.61789
"BIAS_2018_SWE/2018-10-09T01:51:31.000Z"	"10_115.6"	"I1"	"MIX"	38000	940.2	10	115.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T01:51:00Z	20.57954	58.60128
"BIAS_2018_SWE/2018-10-09T02:02:37.000Z"	"10_129.1"	"I1"	"MIX"	38000	931.5	10	129.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T02:02:00Z	20.55839	58.58883
"BIAS_2018_SWE/2018-10-09T02:12:32.000Z"	"10_60"	"I1"	"MIX"	38000	755.4	10	60	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T02:12:00Z	20.55833	58.57212
"BIAS_2018_SWE/2018-10-09T02:25:25.000Z"	"10_72.1"	"I1"	"MIX"	38000	924.9	10	72.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T02:25:00Z	20.56153	58.55547
"BIAS_2018_SWE/2018-10-09T02:38:29.000Z"	"10_129.3"	"I1"	"MIX"	38000	904.7	10	129.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T02:38:00Z	20.53285	58.55252
"BIAS_2018_SWE/2018-10-09T02:50:04.000Z"	"10_102.4"	"I1"	"MIX"	38000	1251.8	10	102.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T02:50:00Z	20.50096	58.55122
"BIAS_2018_SWE/2018-10-09T03:01:12.000Z"	"10_94.6"	"I1"	"MIX"	38000	1292.2	10	94.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:01:00Z	20.46886	58.5514
"BIAS_2018_SWE/2018-10-09T03:12:03.000Z"	"10_113.6"	"I1"	"MIX"	38000	1129.8	10	113.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:12:00Z	20.43684	58.55177
"BIAS_2018_SWE/2018-10-09T03:22:39.000Z"	"10_99.7"	"I1"	"MIX"	38000	1301.4	10	99.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:22:00Z	20.40483	58.5518
"BIAS_2018_SWE/2018-10-09T03:32:51.000Z"	"10_89.1"	"I1"	"MIX"	38000	1021.3	10	89.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:32:00Z	20.37282	58.55185
"BIAS_2018_SWE/2018-10-09T03:43:22.000Z"	"10_98.8"	"I1"	"MIX"	38000	1516.3	10	98.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:43:00Z	20.34066	58.55212
"BIAS_2018_SWE/2018-10-09T03:54:14.000Z"	"10_105.3"	"I1"	"MIX"	38000	852.2	10	105.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T03:54:00Z	20.30875	58.5527
"BIAS_2018_SWE/2018-10-09T07:01:32.000Z"	"10_95.5"	"I1"	"MIX"	38000	1696.7	10	95.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T07:01:00Z	20.31461	58.66037
"BIAS_2018_SWE/2018-10-09T07:08:00.000Z"	"10_101.2"	"I1"	"MIX"	38000	705.4	10	101.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T07:08:00Z	20.3138	58.67735
"BIAS_2018_SWE/2018-10-09T07:13:56.000Z"	"10_172.8"	"I1"	"MIX"	38000	284	10	172.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T07:13:00Z	20.30695	58.69342
"BIAS_2018_SWE/2018-10-09T07:20:31.000Z"	"10_94.2"	"I1"	"MIX"	38000	252.4	10	94.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T07:20:00Z	20.29407	58.70871
"BIAS_2018_SWE/2018-10-09T07:27:57.000Z"	"10_178.2"	"I1"	"MIX"	38000	930.6	10	178.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T07:27:00Z	20.2814	58.72411
"BIAS_2018_SWE/2018-10-09T10:16:05.000Z"	"10_102.7"	"I1"	"MIX"	38000	425.9	10	102.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:16:00Z	20.24712	58.84773
"BIAS_2018_SWE/2018-10-09T10:22:14.000Z"	"10_101"	"I1"	"MIX"	38000	171.5	10	101	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:22:00Z	20.21549	58.85125
"BIAS_2018_SWE/2018-10-09T10:29:03.000Z"	"10_167.8"	"I1"	"MIX"	38000	291.8	10	167.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:29:00Z	20.18395	58.85509
"BIAS_2018_SWE/2018-10-09T10:35:45.000Z"	"10_128.9"	"I1"	"MIX"	38000	998.2	10	128.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:35:00Z	20.15496	58.86217
"BIAS_2018_SWE/2018-10-09T10:42:24.000Z"	"10_142.4"	"I1"	"MIX"	38000	1243.5	10	142.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:42:00Z	20.12815	58.87149
"BIAS_2018_SWE/2018-10-09T10:49:26.000Z"	"10_173.2"	"I1"	"MIX"	38000	64.9	10	173.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:49:00Z	20.10125	58.88087
"BIAS_2018_SWE/2018-10-09T10:56:52.000Z"	"10_187.7"	"I1"	"MIX"	38000	281.1	10	187.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T10:56:00Z	20.0748	58.89042
"BIAS_2018_SWE/2018-10-09T11:05:29.000Z"	"10_102.1"	"I1"	"MIX"	38000	77.8	10	102.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:05:00Z	20.04865	58.90028
"BIAS_2018_SWE/2018-10-09T11:14:09.000Z"	"10_91.6"	"I1"	"MIX"	38000	360.3	10	91.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:14:00Z	20.02216	58.90997
"BIAS_2018_SWE/2018-10-09T11:23:03.000Z"	"10_89.5"	"I1"	"MIX"	38000	571.2	10	89.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:23:00Z	19.99548	58.91942
"BIAS_2018_SWE/2018-10-09T11:31:53.000Z"	"10_86.5"	"I1"	"MIX"	38000	1941.5	10	86.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:31:00Z	19.96823	58.92854
"BIAS_2018_SWE/2018-10-09T11:40:37.000Z"	"10_94.3"	"I1"	"MIX"	38000	343.3	10	94.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:40:00Z	19.94096	58.93753
"BIAS_2018_SWE/2018-10-09T11:49:11.000Z"	"10_61.8"	"I1"	"MIX"	38000	428.7	10	61.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:49:00Z	19.91366	58.94665
"BIAS_2018_SWE/2018-10-09T11:57:49.000Z"	"10_111.2"	"I1"	"MIX"	38000	390.8	10	111.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T11:57:00Z	19.88659	58.9558
"BIAS_2018_SWE/2018-10-09T12:06:49.000Z"	"10_56.1"	"I1"	"MIX"	38000	381.9	10	56.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T12:06:00Z	19.8595	58.96502
"BIAS_2018_SWE/2018-10-09T12:15:47.000Z"	"10_84.2"	"I1"	"MIX"	38000	757.8	10	84.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T12:15:00Z	19.83249	58.97436
"BIAS_2018_SWE/2018-10-09T12:24:45.000Z"	"10_57.7"	"I1"	"MIX"	38000	383.7	10	57.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T12:24:00Z	19.80546	58.98363
"BIAS_2018_SWE/2018-10-09T12:33:37.000Z"	"10_54.3"	"I1"	"MIX"	38000	419.8	10	54.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T12:33:00Z	19.77857	58.99301
"BIAS_2018_SWE/2018-10-09T16:49:08.000Z"	"10_59.5"	"I1"	"MIX"	38000	314.6	10	59.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T16:49:00Z	19.57047	58.9837
"BIAS_2018_SWE/2018-10-09T16:57:45.000Z"	"10_62.1"	"I1"	"MIX"	38000	605.2	10	62.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T16:57:00Z	19.57047	58.96693
"BIAS_2018_SWE/2018-10-09T17:05:28.000Z"	"10_73"	"I1"	"MIX"	38000	372.2	10	73	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:05:00Z	19.5703	58.95017
"BIAS_2018_SWE/2018-10-09T17:13:38.000Z"	"10_79.5"	"I1"	"MIX"	38000	362.4	10	79.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:13:00Z	19.57027	58.93342
"BIAS_2018_SWE/2018-10-09T17:22:03.000Z"	"10_121.2"	"I1"	"MIX"	38000	402.9	10	121.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:22:00Z	19.56947	58.91664
"BIAS_2018_SWE/2018-10-09T17:29:56.000Z"	"10_127.6"	"I1"	"MIX"	38000	392.9	10	127.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:29:00Z	19.56809	58.89984
"BIAS_2018_SWE/2018-10-09T17:37:45.000Z"	"10_114.8"	"I1"	"MIX"	38000	308.7	10	114.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:37:00Z	19.56724	58.88309
"BIAS_2018_SWE/2018-10-09T17:45:15.000Z"	"10_68.7"	"I1"	"MIX"	38000	391.8	10	68.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:45:00Z	19.5663	58.86628
"BIAS_2018_SWE/2018-10-09T17:52:56.000Z"	"10_74.3"	"I1"	"MIX"	38000	546.1	10	74.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T17:52:00Z	19.56545	58.84953
"BIAS_2018_SWE/2018-10-09T18:00:26.000Z"	"10_85.8"	"I1"	"MIX"	38000	461.9	10	85.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T18:00:00Z	19.56521	58.83279
"BIAS_2018_SWE/2018-10-09T18:08:08.000Z"	"10_132.6"	"I1"	"MIX"	38000	745.9	10	132.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T18:08:00Z	19.56591	58.81601
"BIAS_2018_SWE/2018-10-09T20:24:16.000Z"	"10_153.9"	"I1"	"MIX"	38000	512.2	10	153.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T20:24:00Z	19.52802	58.75309
"BIAS_2018_SWE/2018-10-09T20:32:33.000Z"	"10_83.6"	"I1"	"MIX"	38000	396.5	10	83.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T20:32:00Z	19.55275	58.74223
"BIAS_2018_SWE/2018-10-09T20:40:34.000Z"	"10_86.9"	"I1"	"MIX"	38000	601.1	10	86.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T20:40:00Z	19.5632	58.72751
"BIAS_2018_SWE/2018-10-09T20:48:42.000Z"	"10_139.3"	"I1"	"MIX"	38000	720.4	10	139.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T20:48:00Z	19.5649	58.71077
"BIAS_2018_SWE/2018-10-09T20:56:57.000Z"	"10_123.2"	"I1"	"MIX"	38000	761.1	10	123.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T20:56:00Z	19.56624	58.69402
"BIAS_2018_SWE/2018-10-09T21:05:24.000Z"	"10_123.8"	"I1"	"MIX"	38000	834.7	10	123.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:05:00Z	19.56742	58.67728
"BIAS_2018_SWE/2018-10-09T21:13:14.000Z"	"10_119.4"	"I1"	"MIX"	38000	776.1	10	119.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:13:00Z	19.56783	58.66047
"BIAS_2018_SWE/2018-10-09T21:20:42.000Z"	"10_105.9"	"I1"	"MIX"	38000	620.7	10	105.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:20:00Z	19.56779	58.64369
"BIAS_2018_SWE/2018-10-09T21:28:04.000Z"	"10_109.1"	"I1"	"MIX"	38000	421.4	10	109.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:28:00Z	19.56773	58.62691
"BIAS_2018_SWE/2018-10-09T21:35:19.000Z"	"10_98.7"	"I1"	"MIX"	38000	454.1	10	98.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:35:00Z	19.56798	58.61015
"BIAS_2018_SWE/2018-10-09T21:43:22.000Z"	"10_90.9"	"I1"	"MIX"	38000	487.7	10	90.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:43:00Z	19.56889	58.59338
"BIAS_2018_SWE/2018-10-09T21:51:13.000Z"	"10_48"	"I1"	"MIX"	38000	475	10	48	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:51:00Z	19.56937	58.57662
"BIAS_2018_SWE/2018-10-09T21:59:09.000Z"	"10_48.1"	"I1"	"MIX"	38000	300.1	10	48.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T21:59:00Z	19.57026	58.55986
"BIAS_2018_SWE/2018-10-09T22:06:58.000Z"	"10_92.7"	"I1"	"MIX"	38000	358.8	10	92.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:06:00Z	19.57038	58.54309
"BIAS_2018_SWE/2018-10-09T22:14:41.000Z"	"10_87.8"	"I1"	"MIX"	38000	482.8	10	87.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:14:00Z	19.57055	58.52631
"BIAS_2018_SWE/2018-10-09T22:22:26.000Z"	"10_83"	"I1"	"MIX"	38000	455.9	10	83	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:22:00Z	19.57087	58.50955
"BIAS_2018_SWE/2018-10-09T22:29:58.000Z"	"10_44.3"	"I1"	"MIX"	38000	366.5	10	44.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:29:00Z	19.57103	58.49275
"BIAS_2018_SWE/2018-10-09T22:36:48.000Z"	"10_87.4"	"I1"	"MIX"	38000	400.7	10	87.4	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:36:00Z	19.57094	58.47589
"BIAS_2018_SWE/2018-10-09T22:43:01.000Z"	"10_81.2"	"I1"	"MIX"	38000	475.7	10	81.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:43:00Z	19.57035	58.45912
"BIAS_2018_SWE/2018-10-09T22:49:28.000Z"	"10_77.8"	"I1"	"MIX"	38000	467.7	10	77.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:49:00Z	19.5699	58.44238
"BIAS_2018_SWE/2018-10-09T22:56:09.000Z"	"10_75.8"	"I1"	"MIX"	38000	577.7	10	75.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T22:56:00Z	19.56989	58.42557
"BIAS_2018_SWE/2018-10-09T23:02:43.000Z"	"10_82.8"	"I1"	"MIX"	38000	560.7	10	82.8	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:02:00Z	19.56994	58.40877
"BIAS_2018_SWE/2018-10-09T23:09:31.000Z"	"10_100"	"I1"	"MIX"	38000	365.9	10	100	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:09:00Z	19.57063	58.39204
"BIAS_2018_SWE/2018-10-09T23:16:13.000Z"	"10_109"	"I1"	"MIX"	38000	445.3	10	109	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:16:00Z	19.57147	58.37521
"BIAS_2018_SWE/2018-10-09T23:22:34.000Z"	"10_104.3"	"I1"	"MIX"	38000	469.9	10	104.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:22:00Z	19.57207	58.35846
"BIAS_2018_SWE/2018-10-09T23:29:05.000Z"	"10_113"	"I1"	"MIX"	38000	339.6	10	113	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:29:00Z	19.57273	58.34167
"BIAS_2018_SWE/2018-10-09T23:35:34.000Z"	"10_64.7"	"I1"	"MIX"	38000	211.7	10	64.7	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:35:00Z	19.57337	58.32489
"BIAS_2018_SWE/2018-10-09T23:42:19.000Z"	"10_66.9"	"I1"	"MIX"	38000	272.6	10	66.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:42:00Z	19.57494	58.30817
"BIAS_2018_SWE/2018-10-09T23:49:33.000Z"	"10_112.3"	"I1"	"MIX"	38000	293.8	10	112.3	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:49:00Z	19.55268	58.30091
"BIAS_2018_SWE/2018-10-09T23:56:32.000Z"	"10_108.2"	"I1"	"MIX"	38000	286.7	10	108.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-09T23:56:00Z	19.52091	58.29976
"BIAS_2018_SWE/2018-10-10T00:03:17.000Z"	"10_99.6"	"I1"	"MIX"	38000	230.7	10	99.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:03:00Z	19.48906	58.29962
"BIAS_2018_SWE/2018-10-10T00:09:57.000Z"	"10_89.2"	"I1"	"MIX"	38000	237.4	10	89.2	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:09:00Z	19.45714	58.29938
"BIAS_2018_SWE/2018-10-10T00:16:43.000Z"	"10_75.1"	"I1"	"MIX"	38000	328.2	10	75.1	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:16:00Z	19.42529	58.299
"BIAS_2018_SWE/2018-10-10T00:23:21.000Z"	"10_68.9"	"I1"	"MIX"	38000	222.2	10	68.9	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:23:00Z	19.39344	58.29867
"BIAS_2018_SWE/2018-10-10T00:29:51.000Z"	"10_57.6"	"I1"	"MIX"	38000	156.1	10	57.6	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:29:00Z	19.36151	58.29866
"BIAS_2018_SWE/2018-10-10T00:36:13.000Z"	"10_36.5"	"I1"	"MIX"	38000	588.4	10	36.5	1	"P"	0	180	"BIAS_2018_SWE"	1	2018-10-10T00:36:00Z	19.32967	58.29881
