Cruise,Header,CruiseSurvey,CruiseCountry,CruiseOrganisation,CruisePlatform,CruiseStartDate,CruiseEndDate,CruiseLocalID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruise,Record,IESNS,NO,612,58KC,2021-04-30,2021-05-31,2021456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haul,Header,HaulGear,HaulNumber,HaulStationName,HaulStartTime,HaulDuration,HaulValidity,HaulStartLatitude,HaulStartLongitude,HaulStopLatitude,HaulStopLongitude,HaulStatisticalRectangle,HaulMinTrawlDepth,HaulMaxTrawlDepth,HaulBottomDepth,HaulDistance,HaulNetopening,HaulCodendMesh,HaulSweepLength,HaulGearExceptions,HaulDoorType,HaulWarpLength,HaulWarpDiameter,HaulWarpDensity,HaulDoorSurface,HaulDoorWeight,HaulDoorSpread,HaulWingSpread,HaulBuoyancy,HaulKiteArea,HaulGroundRopeWeight,HaulRigging,HaulTickler,HaulTowDirection,HaulSpeedGround,HaulSpeedWater,HaulWindDirection,HaulWindSpeed,HaulSwellDirection,HaulSwellHeight,HaulLogDistance,HaulStratum,CruiseLocalID,HaulHydrographicStationID
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.05,,,,,,,,,,,2021456,54,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,205,kg,0.05,,,,,,,,,,,2021456,55,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,185,kg,0.036,,,,,,,,,,,2021456,56,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.046,,,,,,,,,,,2021456,57,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.039,,,,,,,,,,,2021456,58,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,185,kg,0.037,,,,,,,,,,,2021456,59,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,205,kg,0.047,,,,,,,,,,,2021456,60,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.04,,,,,,,,,,,2021456,61,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.045,,,,,,,,,,,2021456,62,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.049,,,,,,,,,,,2021456,63,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.047,,,,,,,,,,,2021456,64,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,215,kg,0.051,,,,,,,,,,,2021456,65,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.039,,,,,,,,,,,2021456,66,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,205,kg,0.044,,,,,,,,,,,2021456,67,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.043,,,,,,,,,,,2021456,68,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.036,,,,,,,,,,,2021456,69,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.046,,,,,,,,,,,2021456,70,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.043,,,,,,,,,,,2021456,71,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.04,,,,,,,,,,,2021456,72,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.046,,,,,,,,,,,2021456,73,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.051,,,,,,,,,,,2021456,74,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,220,kg,0.065,,,,,,,,,,,2021456,75,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.037,,,,,,,,,,,2021456,76,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.052,,,,,,,,,,,2021456,77,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.042,,,,,,,,,,,2021456,78,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,215,kg,0.054,,,,,,,,,,,2021456,79,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,205,kg,0.049,,,,,,,,,,,2021456,80,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.042,,,,,,,,,,,2021456,81,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.044,,,,,,,,,,,2021456,82,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.05,,,,,,,,,,,2021456,83,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,205,kg,0.046,,,,,,,,,,,2021456,84,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.045,,,,,,,,,,,2021456,85,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,190,kg,0.039,,,,,,,,,,,2021456,86,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.043,,,,,,,,,,,2021456,87,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.044,,,,,,,,,,,2021456,88,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,280,kg,0.121,,,,,,,,,,,2021456,89,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.044,,,,,,,,,,,2021456,90,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.048,,,,,,,,,,,2021456,91,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,215,kg,0.051,,,,,,,,,,,2021456,92,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.053,,,,,,,,,,,2021456,93,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,200,kg,0.047,,,,,,,,,,,2021456,94,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,220,kg,0.057,,,,,,,,,,,2021456,95,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.041,,,,,,,,,,,2021456,96,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.043,,,,,,,,,,,2021456,97,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,185,kg,0.04,,,,,,,,,,,2021456,98,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,210,kg,0.054,,,,,,,,,,,2021456,99,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22407,126439,1,,halfcm,195,kg,0.04,,,,,,,,,,,2021456,100,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,350,kg,0.424,,,,,,,,,,,2021456,1,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,380,kg,0.486,,,,,,,,,,,2021456,2,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,400,kg,0.604,,,,,,,,,,,2021456,3,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,400,kg,0.496,,,,,,,,,,,2021456,4,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,370,kg,0.52,,,,,,,,,,,2021456,5,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127186,1,,halfcm,375,kg,0.487,,,,,,,,,,,2021456,6,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.352,2,63,M6,9,,Otohlit,,,,,2021456,1,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.508,1,64,M6,12,,Otohlit,,,,,2021456,2,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.384,1,64,M6,11,,Otohlit,,,,,2021456,3,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.332,2,63,M6,6,,Otohlit,,,,,2021456,4,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.343,2,64,M6,7,,Otohlit,,,,,2021456,5,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,335,kg,0.261,2,63,M6,5,,Otohlit,,,,,2021456,6,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.322,1,64,M6,5,,Otohlit,,,,,2021456,7,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,365,kg,0.341,1,64,M6,7,,Otohlit,,,,,2021456,8,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,325,kg,0.27,2,63,M6,4,,Otohlit,,,,,2021456,9,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.434,1,63,M6,10,,Otohlit,,,,,2021456,10,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,345,kg,0.351,2,63,M6,5,,Otohlit,,,,,2021456,11,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,385,kg,0.451,2,64,M6,9,,Otohlit,,,,,2021456,12,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,365,kg,0.333,2,63,M6,7,,Otohlit,,,,,2021456,13,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.316,1,64,M6,5,,Otohlit,,,,,2021456,14,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.541,1,64,M6,14,,Otohlit,,,,,2021456,15,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,305,kg,0.193,1,65,M6,2,,Otohlit,,,,,2021456,16,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.403,2,62,M6,6,,Otohlit,,,,,2021456,17,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,385,kg,0.385,2,64,M6,,,,,,,,2021456,18,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.38,2,64,M6,8,,Otohlit,,,,,2021456,19,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,385,kg,0.451,2,63,M6,10,,Otohlit,,,,,2021456,20,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,375,kg,0.399,1,64,M6,7,,Otohlit,,,,,2021456,21,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,410,kg,0.53,1,64,M6,11,,Otohlit,,,,,2021456,22,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,285,kg,0.171,1,65,M6,2,,Otohlit,,,,,2021456,23,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.309,1,63,M6,5,,Otohlit,,,,,2021456,24,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,355,kg,0.331,2,63,M6,5,,Otohlit,,,,,2021456,25,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.29,,,,,,,,,,,2021456,26,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,300,kg,0.189,,,,,,,,,,,2021456,27,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.384,,,,,,,,,,,2021456,28,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.419,,,,,,,,,,,2021456,29,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.404,,,,,,,,,,,2021456,30,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,415,kg,0.558,,,,,,,,,,,2021456,31,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.406,,,,,,,,,,,2021456,32,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.324,,,,,,,,,,,2021456,33,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.39,,,,,,,,,,,2021456,34,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.443,,,,,,,,,,,2021456,35,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,400,kg,0.528,,,,,,,,,,,2021456,36,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.333,,,,,,,,,,,2021456,37,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.323,,,,,,,,,,,2021456,38,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.315,,,,,,,,,,,2021456,39,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,345,kg,0.326,,,,,,,,,,,2021456,40,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.403,,,,,,,,,,,2021456,41,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.434,,,,,,,,,,,2021456,42,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,335,kg,0.285,,,,,,,,,,,2021456,43,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.458,,,,,,,,,,,2021456,44,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,330,kg,0.261,,,,,,,,,,,2021456,45,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.383,,,,,,,,,,,2021456,46,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,310,kg,0.248,,,,,,,,,,,2021456,47,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.404,,,,,,,,,,,2021456,48,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,335,kg,0.285,,,,,,,,,,,2021456,49,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.42,,,,,,,,,,,2021456,50,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.316,,,,,,,,,,,2021456,51,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.33,,,,,,,,,,,2021456,52,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,280,kg,0.152,,,,,,,,,,,2021456,53,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,290,kg,0.186,,,,,,,,,,,2021456,54,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.39,,,,,,,,,,,2021456,55,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,315,kg,0.226,,,,,,,,,,,2021456,56,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.409,,,,,,,,,,,2021456,57,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,385,kg,0.409,,,,,,,,,,,2021456,58,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.341,,,,,,,,,,,2021456,59,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.34,,,,,,,,,,,2021456,60,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.36,,,,,,,,,,,2021456,61,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,415,kg,0.566,,,,,,,,,,,2021456,62,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,395,kg,0.496,,,,,,,,,,,2021456,63,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.27,,,,,,,,,,,2021456,64,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,400,kg,0.54,,,,,,,,,,,2021456,65,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,360,kg,0.366,,,,,,,,,,,2021456,66,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,320,kg,0.23,,,,,,,,,,,2021456,67,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,340,kg,0.298,,,,,,,,,,,2021456,68,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.472,,,,,,,,,,,2021456,69,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.401,,,,,,,,,,,2021456,70,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,400,kg,0.42,,,,,,,,,,,2021456,71,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,300,kg,0.212,,,,,,,,,,,2021456,72,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,385,kg,0.447,,,,,,,,,,,2021456,73,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,325,kg,0.284,,,,,,,,,,,2021456,74,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,310,kg,0.214,,,,,,,,,,,2021456,75,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,330,kg,0.272,,,,,,,,,,,2021456,76,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,285,kg,0.163,,,,,,,,,,,2021456,77,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.416,,,,,,,,,,,2021456,78,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.426,,,,,,,,,,,2021456,79,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,355,kg,0.341,,,,,,,,,,,2021456,80,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,415,kg,0.596,,,,,,,,,,,2021456,81,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,370,kg,0.401,,,,,,,,,,,2021456,82,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,350,kg,0.351,,,,,,,,,,,2021456,83,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,380,kg,0.399,,,,,,,,,,,2021456,84,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,390,kg,0.476,,,,,,,,,,,2021456,85,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,375,kg,0.434,,,,,,,,,,,2021456,86,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,365,kg,0.368,,,,,,,,,,,2021456,87,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,310,kg,0.213,,,,,,,,,,,2021456,88,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,405,kg,0.47,,,,,,,,,,,2021456,89,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,1,,halfcm,400,kg,0.465,,,,,,,,,,,2021456,90,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,355,kg,0.361,1,62,M6,5,,Otohlit,,,,,2021456,1,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,390,kg,0.491,1,64,M6,10,,Otohlit,,,,,2021456,2,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,355,kg,0.321,1,64,M6,5,,Otohlit,,,,,2021456,3,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,365,kg,0.392,2,63,M6,11,,Otohlit,,,,,2021456,4,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,395,kg,0.467,1,64,M6,10,,Otohlit,,,,,2021456,5,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,365,kg,0.383,1,64,M6,6,,Otohlit,,,,,2021456,6,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,350,kg,0.325,1,64,M6,6,,Otohlit,,,,,2021456,7,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,340,kg,0.294,2,62,M6,5,,Otohlit,,,,,2021456,8,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,395,kg,0.414,1,64,M6,,,,,,,,2021456,9,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,127023,2,,halfcm,380,kg,0.382,1,64,M6,10,,Otohlit,,,,,2021456,10,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,325,kg,0.253,1,65,M6,4,,Otohlit,,,,,2021456,1,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,335,kg,0.281,2,65,M6,8,,Otohlit,,,,,2021456,2,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,310,kg,0.205,2,65,M6,5,,Otohlit,,,,,2021456,3,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.224,2,65,M6,5,,Otohlit,,,,,2021456,4,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,330,kg,0.265,1,65,M6,5,,Otohlit,,,,,2021456,5,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,315,kg,0.221,1,65,M6,5,,Otohlit,,,,,2021456,6,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.215,1,65,M6,5,,Otohlit,,,,,2021456,7,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,330,kg,0.238,2,65,M6,8,,Otohlit,,,,,2021456,8,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,300,kg,0.182,2,65,M6,5,,Otohlit,,,,,2021456,9,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,315,kg,0.212,2,65,M6,5,,Otohlit,,,,,2021456,10,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,300,kg,0.205,1,65,M6,5,,Otohlit,,,,,2021456,11,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.206,1,65,M6,5,,Otohlit,,,,,2021456,12,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,300,kg,0.177,1,65,M6,5,,Otohlit,,,,,2021456,13,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,310,kg,0.194,1,65,M6,5,,Otohlit,,,,,2021456,14,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,350,kg,0.274,1,65,M6,6,,Otohlit,,,,,2021456,15,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,325,kg,0.221,1,65,M6,5,,Otohlit,,,,,2021456,16,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.213,1,65,M6,5,,Otohlit,,,,,2021456,17,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.217,2,65,M6,5,,Otohlit,,,,,2021456,18,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,315,kg,0.209,1,65,M6,5,,Otohlit,,,,,2021456,19,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,320,kg,0.234,1,65,M6,5,,Otohlit,,,,,2021456,20,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,310,kg,0.191,2,65,M6,5,,Otohlit,,,,,2021456,21,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,315,kg,0.218,1,65,M6,5,,Otohlit,,,,,2021456,22,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,315,kg,0.194,1,65,M6,5,,Otohlit,,,,,2021456,23,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,290,kg,0.176,2,65,M6,5,,Otohlit,,,,,2021456,24,,,,,,,,,,,,,,,,,,,,,,
Biology,Record,PEL,22409,126417,1,,halfcm,340,kg,0.246,1,65,M6,8,,Otohlit,,,,,2021456,25,,,,,,,,,,,,,,,,,,,,,,
